productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extNumber,extDescription,extCardType,extCardSubtype,extElement,extClass,extReserveCost,extSpeed,extFlavorText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extPower,extLife,extMemoryCost,extLevel,extDurability
494227,"Discordia, Harp of Malice",Discordia Harp of Malice,https://tcgplayer-cdn.tcgplayer.com/product/494227_200w.jpg,74,23123,https://cpt.tcgcsv.com/zJZ5,2023-04-28T04:03:10.867,1,Super Rare,032,"Whenever you activate a Harmony or Melody card, put a music counter on Discordia.<br>REST: Target champion gets -X level and your champion gets +X level until end of turn, where X is the amount of music counters on Discordia. At the beginning of the next end phase, banish Discordia.",Item;Regalia,Instrument,Norm,Tamer,,,,0.73,0.85,5.0,1.42,,Normal,,,0,,
494227,"Discordia, Harp of Malice",Discordia Harp of Malice,https://tcgplayer-cdn.tcgplayer.com/product/494227_200w.jpg,74,23123,https://cpt.tcgcsv.com/zJZ5,2023-04-28T04:03:10.867,1,Super Rare,032,"Whenever you activate a Harmony or Melody card, put a music counter on Discordia.<br>REST: Target champion gets -X level and your champion gets +X level until end of turn, where X is the amount of music counters on Discordia. At the beginning of the next end phase, banish Discordia.",Item;Regalia,Instrument,Norm,Tamer,,,,1425.4,1425.4,1425.4,99.99,,Foil,,,0,,
494228,Disintegrate,Disintegrate,https://tcgplayer-cdn.tcgplayer.com/product/494228_200w.jpg,74,23123,https://cpt.tcgcsv.com/BJZ5,2023-04-28T04:03:10.867,1,Rare,128,[Class Bonus] Efficiency (This card costs LV less to activate. LV refers to your champion's level. Apply this effect only if your champion's class matches this card's class.)<br>Destroy target ally or regalia.,Action,Spell,Fire,Mage,8,Slow,,0.82,0.99,2.05,0.92,,Normal,,,,,
494228,Disintegrate,Disintegrate,https://tcgplayer-cdn.tcgplayer.com/product/494228_200w.jpg,74,23123,https://cpt.tcgcsv.com/BJZ5,2023-04-28T04:03:10.867,1,Rare,128,[Class Bonus] Efficiency (This card costs LV less to activate. LV refers to your champion's level. Apply this effect only if your champion's class matches this card's class.)<br>Destroy target ally or regalia.,Action,Spell,Fire,Mage,8,Slow,,98.0,99.0,99.99,,,Foil,,,,,
494229,Disorienting Winds,Disorienting Winds,https://tcgplayer-cdn.tcgplayer.com/product/494229_200w.jpg,74,23123,https://cpt.tcgcsv.com/CJZ5,2023-04-28T04:03:10.867,1,Uncommon,208,Efficiency (This card costs LV less to activate. LV refers to your champion's level.)<br>Return target ally to its owner's hand. Draw a card.,Action,Spell,Wind,Mage,5,Slow,<em>Not the best way to travel.</em>,0.1,0.47,0.5,0.25,,Normal,,,,,
494229,Disorienting Winds,Disorienting Winds,https://tcgplayer-cdn.tcgplayer.com/product/494229_200w.jpg,74,23123,https://cpt.tcgcsv.com/CJZ5,2023-04-28T04:03:10.867,1,Uncommon,208,Efficiency (This card costs LV less to activate. LV refers to your champion's level.)<br>Return target ally to its owner's hand. Draw a card.,Action,Spell,Wind,Mage,5,Slow,<em>Not the best way to travel.</em>,35.0,40.0,49.98,,,Foil,,,,,
494230,Drawn Blade,Drawn Blade,https://tcgplayer-cdn.tcgplayer.com/product/494230_200w.jpg,74,23123,https://cpt.tcgcsv.com/DJZ5,2023-04-28T04:03:10.867,1,Rare,033,[Class Bonus] On Enter: Draw a card. (Apply this effect only if your champion's class matches this card's class.),Weapon;Regalia,Sword,Norm,Warrior,,,"<em>Oiled and sharpened, this sword can be unsheathed faster than a foe can react.</em>",0.77,1.0,5.0,0.96,,Normal,1,,1,,1
494230,Drawn Blade,Drawn Blade,https://tcgplayer-cdn.tcgplayer.com/product/494230_200w.jpg,74,23123,https://cpt.tcgcsv.com/DJZ5,2023-04-28T04:03:10.867,1,Rare,033,[Class Bonus] On Enter: Draw a card. (Apply this effect only if your champion's class matches this card's class.),Weapon;Regalia,Sword,Norm,Warrior,,,"<em>Oiled and sharpened, this sword can be unsheathed faster than a foe can react.</em>",149.99,149.99,169.99,,,Foil,1,,1,,1
494231,Dream Fairy,Dream Fairy,https://tcgplayer-cdn.tcgplayer.com/product/494231_200w.jpg,74,23123,https://cpt.tcgcsv.com/FJZ5,2023-04-28T04:03:10.867,1,Rare,209,Stealth (This unit can't be targeted by attacks unless permitted by true sight.)<br>On Enter: Return target ally you don't control to its owner's memory. Opponents can't activate cards with that ally's name as long as you control Dream Fairy.,Ally,Fairy,Wind,Mage,3,,,13.99,20.9,48.99,13.42,,Normal,1,2,,,
494231,Dream Fairy,Dream Fairy,https://tcgplayer-cdn.tcgplayer.com/product/494231_200w.jpg,74,23123,https://cpt.tcgcsv.com/FJZ5,2023-04-28T04:03:10.867,1,Rare,209,Stealth (This unit can't be targeted by attacks unless permitted by true sight.)<br>On Enter: Return target ally you don't control to its owner's memory. Opponents can't activate cards with that ally's name as long as you control Dream Fairy.,Ally,Fairy,Wind,Mage,3,,,229.99,229.99,229.99,87.99,,Foil,1,2,,,
494232,Drowned Cut,Drowned Cut,https://tcgplayer-cdn.tcgplayer.com/product/494232_200w.jpg,74,23123,https://cpt.tcgcsv.com/GJZ5,2023-04-28T04:03:10.867,1,Common,167,"[Class Bonus] Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost. Apply this effect only if your champion's class matches this card's class.)",Attack,Dagger,Water,Assassin,1,,<em>A dagger sunk is a target dead.</em>,29.99,29.99,29.99,,,Foil,2,,,,
494232,Drowned Cut,Drowned Cut,https://tcgplayer-cdn.tcgplayer.com/product/494232_200w.jpg,74,23123,https://cpt.tcgcsv.com/GJZ5,2023-04-28T04:03:10.867,1,Common,167,"[Class Bonus] Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost. Apply this effect only if your champion's class matches this card's class.)",Attack,Dagger,Water,Assassin,1,,<em>A dagger sunk is a target dead.</em>,0.1,0.35,0.99,0.22,,Normal,2,,,,
494233,Dungeon Guide,Dungeon Guide,https://tcgplayer-cdn.tcgplayer.com/product/494233_200w.jpg,74,23123,https://cpt.tcgcsv.com/HJZ5,2023-04-28T04:03:10.867,1,Rare,081,"On Enter: You may banish two cards at random from your memory. If you do, level up your champion. (Your champion levels up into a compatible champion card from your material deck, ignoring materialization costs.)",Ally,Human,Norm,Mage,3,,<em>Shortcuts are not without risks.</em>,599.99,599.99,599.99,,,Foil,1,3,,,
494233,Dungeon Guide,Dungeon Guide,https://tcgplayer-cdn.tcgplayer.com/product/494233_200w.jpg,74,23123,https://cpt.tcgcsv.com/HJZ5,2023-04-28T04:03:10.867,1,Rare,081,"On Enter: You may banish two cards at random from your memory. If you do, level up your champion. (Your champion levels up into a compatible champion card from your material deck, ignoring materialization costs.)",Ally,Human,Norm,Mage,3,,<em>Shortcuts are not without risks.</em>,32.99,36.49,39.99,24.86,,Normal,1,3,,,
494234,Eager Page,Eager Page,https://tcgplayer-cdn.tcgplayer.com/product/494234_200w.jpg,74,23123,https://cpt.tcgcsv.com/JJZ5,2023-04-28T04:03:10.867,1,Common,082,"At the beginning of your recollection phase, if you haven't materialized a card this turn, put a buff counter on Eager Page. (Allies get +1 power and +1 life for each buff counter on them.)",Ally,Human,Norm,Warrior,3,,"<em>What they lack in experience, they make up in enthusiasm.</em>",28.28,29.99,39.95,,,Foil,1,3,,,
494234,Eager Page,Eager Page,https://tcgplayer-cdn.tcgplayer.com/product/494234_200w.jpg,74,23123,https://cpt.tcgcsv.com/JJZ5,2023-04-28T04:03:10.867,1,Common,082,"At the beginning of your recollection phase, if you haven't materialized a card this turn, put a buff counter on Eager Page. (Allies get +1 power and +1 life for each buff counter on them.)",Ally,Human,Norm,Warrior,3,,"<em>What they lack in experience, they make up in enthusiasm.</em>",0.1,0.25,0.5,0.21,,Normal,1,3,,,
494235,Embersong,Embersong,https://tcgplayer-cdn.tcgplayer.com/product/494235_200w.jpg,74,23123,https://cpt.tcgcsv.com/KJZ5,2023-04-28T04:03:10.867,1,Uncommon,129,Deal 2 damage to up to one target ally.<br>[Class Bonus] Target ally you control gets +2 power until end of turn. (Apply this effect only if your champion's class matches this card's class.),Action,Melody;Skill,Fire,Warrior;Tamer,2,Slow,<em>A fiery anthem that sets hearts ablaze.</em>,30.0,31.99,45.0,,,Foil,,,,,
494235,Embersong,Embersong,https://tcgplayer-cdn.tcgplayer.com/product/494235_200w.jpg,74,23123,https://cpt.tcgcsv.com/KJZ5,2023-04-28T04:03:10.867,1,Uncommon,129,Deal 2 damage to up to one target ally.<br>[Class Bonus] Target ally you control gets +2 power until end of turn. (Apply this effect only if your champion's class matches this card's class.),Action,Melody;Skill,Fire,Warrior;Tamer,2,Slow,<em>A fiery anthem that sets hearts ablaze.</em>,0.24,0.59,0.99,,,Normal,,,,,
494236,Embertail Squirrel,Embertail Squirrel,https://tcgplayer-cdn.tcgplayer.com/product/494236_200w.jpg,74,23123,https://cpt.tcgcsv.com/LJZ5,2023-04-28T04:03:10.867,1,Common,130,"[Class Bonus] On Attack: You may discard a fire element card. If you do, Embertail Squirrel gets +2 power until end of turn. (Apply this effect only if your champion's class matches this card's class.)",Ally,Animal;Squirrel,Fire,Tamer,2,,<em>Just don't anger them.</em>,0.1,0.33,0.5,0.35,,Normal,2,1,,,
494236,Embertail Squirrel,Embertail Squirrel,https://tcgplayer-cdn.tcgplayer.com/product/494236_200w.jpg,74,23123,https://cpt.tcgcsv.com/LJZ5,2023-04-28T04:03:10.867,1,Common,130,"[Class Bonus] On Attack: You may discard a fire element card. If you do, Embertail Squirrel gets +2 power until end of turn. (Apply this effect only if your champion's class matches this card's class.)",Ally,Animal;Squirrel,Fire,Tamer,2,,<em>Just don't anger them.</em>,47.0,47.5,47.99,,,Foil,2,1,,,
494237,Empowering Harmony,Empowering Harmony,https://tcgplayer-cdn.tcgplayer.com/product/494237_200w.jpg,74,23123,https://cpt.tcgcsv.com/MJZ5,2023-04-28T04:03:10.867,1,Common,083,"Your champion gets +2 level until end of turn.<br>[Class Bonus] Harmonize — If you've activated a Melody card this turn, draw a card.",Action,Harmony;Skill,Norm,Tamer,2,Slow,<em>Melodies sound ever more beautiful with strong accompaniment.</em>,0.1,0.25,0.5,0.24,,Normal,,,,,
494237,Empowering Harmony,Empowering Harmony,https://tcgplayer-cdn.tcgplayer.com/product/494237_200w.jpg,74,23123,https://cpt.tcgcsv.com/MJZ5,2023-04-28T04:03:10.867,1,Common,083,"Your champion gets +2 level until end of turn.<br>[Class Bonus] Harmonize — If you've activated a Melody card this turn, draw a card.",Action,Harmony;Skill,Norm,Tamer,2,Slow,<em>Melodies sound ever more beautiful with strong accompaniment.</em>,35.0,37.85,38.99,,,Foil,,,,,
494238,Energetic Beastbonder,Energetic Beastbonder,https://tcgplayer-cdn.tcgplayer.com/product/494238_200w.jpg,74,23123,https://cpt.tcgcsv.com/NJZ5,2023-04-28T04:03:10.867,1,Uncommon,131,"Your champion gets +1 level as long as you control an Animal or Beast ally.<br>[Class Bonus] Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)",Ally,Human,Fire,Tamer,4,,,0.45,0.79,1.25,0.81,,Normal,2,2,,,
494238,Energetic Beastbonder,Energetic Beastbonder,https://tcgplayer-cdn.tcgplayer.com/product/494238_200w.jpg,74,23123,https://cpt.tcgcsv.com/NJZ5,2023-04-28T04:03:10.867,1,Uncommon,131,"Your champion gets +1 level as long as you control an Animal or Beast ally.<br>[Class Bonus] Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)",Ally,Human,Fire,Tamer,4,,,39.99,39.99,39.99,,,Foil,2,2,,,
494239,Enraged Boars,Enraged Boars,https://tcgplayer-cdn.tcgplayer.com/product/494239_200w.jpg,74,23123,https://cpt.tcgcsv.com/PJZ5,2023-04-28T04:03:10.867,1,Common,084,Pride 5 (This ally won't obey you unless your champion is level 5 or higher.),Ally,Beast;Boar,Norm,Tamer,5,,<em>Swarming masses of flesh and screams lay waste to both crop and creature alike without even a passing glance. Only far greater strength may subdue their advent.</em>,24.99,26.99,34.95,,,Foil,4,4,,,
494239,Enraged Boars,Enraged Boars,https://tcgplayer-cdn.tcgplayer.com/product/494239_200w.jpg,74,23123,https://cpt.tcgcsv.com/PJZ5,2023-04-28T04:03:10.867,1,Common,084,Pride 5 (This ally won't obey you unless your champion is level 5 or higher.),Ally,Beast;Boar,Norm,Tamer,5,,<em>Swarming masses of flesh and screams lay waste to both crop and creature alike without even a passing glance. Only far greater strength may subdue their advent.</em>,0.1,0.25,0.5,,,Normal,4,4,,,
494240,Ensnaring Fumes,Ensnaring Fumes,https://tcgplayer-cdn.tcgplayer.com/product/494240_200w.jpg,74,23123,https://cpt.tcgcsv.com/QJZ5,2023-04-28T04:03:10.867,1,Rare,210,You may remove three preparation counters from your champion rather than pay this card's reserve cost.<br>Return all allies to their owner's hands.<br>[Class Bonus] Floating Memory,Action,Skill,Wind,Assassin,5,Fast,,96.99,97.47,97.95,96.99,,Foil,,,,,
494240,Ensnaring Fumes,Ensnaring Fumes,https://tcgplayer-cdn.tcgplayer.com/product/494240_200w.jpg,74,23123,https://cpt.tcgcsv.com/QJZ5,2023-04-28T04:03:10.867,1,Rare,210,You may remove three preparation counters from your champion rather than pay this card's reserve cost.<br>Return all allies to their owner's hands.<br>[Class Bonus] Floating Memory,Action,Skill,Wind,Assassin,5,Fast,,18.0,18.98,24.99,8.23,,Normal,,,,,
494241,Erratic Bolt,Erratic Bolt,https://tcgplayer-cdn.tcgplayer.com/product/494241_200w.jpg,74,23123,https://cpt.tcgcsv.com/RJZ5,2023-04-28T04:03:10.867,1,Rare,244,"Deal LV damage to target unit. (LV refers to your champion's level.)<br>[Class Bonus] You may banish two cards at random from your memory. If you do, draw two cards. (Apply this effect only if your champion's class matches this card's class.)",Action,Spell,Arcane,Mage,4,Slow,,119.99,119.99,119.99,,,Foil,,,,,
494241,Erratic Bolt,Erratic Bolt,https://tcgplayer-cdn.tcgplayer.com/product/494241_200w.jpg,74,23123,https://cpt.tcgcsv.com/RJZ5,2023-04-28T04:03:10.867,1,Rare,244,"Deal LV damage to target unit. (LV refers to your champion's level.)<br>[Class Bonus] You may banish two cards at random from your memory. If you do, draw two cards. (Apply this effect only if your champion's class matches this card's class.)",Action,Spell,Arcane,Mage,4,Slow,,2.46,2.56,3.99,2.2,,Normal,,,,,
494242,Erupting Rhapsody,Erupting Rhapsody,https://tcgplayer-cdn.tcgplayer.com/product/494242_200w.jpg,74,23123,https://cpt.tcgcsv.com/SJZ5,2023-04-28T04:03:10.867,1,Rare,132,"Banish any amount of fire element cards from your graveyard. Your champion gets +1 level until end of turn for each card banished this way.<br>Harmonize — If you've activated a Melody card this turn, choose any amount of units and deal LV damage split among them.",Action,Harmony;Skill,Fire,Mage,2,Slow,,99.99,100.0,100.0,,,Foil,,,,,
494242,Erupting Rhapsody,Erupting Rhapsody,https://tcgplayer-cdn.tcgplayer.com/product/494242_200w.jpg,74,23123,https://cpt.tcgcsv.com/SJZ5,2023-04-28T04:03:10.867,1,Rare,132,"Banish any amount of fire element cards from your graveyard. Your champion gets +1 level until end of turn for each card banished this way.<br>Harmonize — If you've activated a Melody card this turn, choose any amount of units and deal LV damage split among them.",Action,Harmony;Skill,Fire,Mage,2,Slow,,2.94,2.99,9.99,,,Normal,,,,,
494243,Esteemed Knight,Esteemed Knight,https://tcgplayer-cdn.tcgplayer.com/product/494243_200w.jpg,74,23123,https://cpt.tcgcsv.com/TJZ5,2023-04-28T04:03:10.867,1,Common,085,"[Class Bonus] Intercept (Whenever your champion is attacked while this ally is awake, you may redirect that attack to this ally. Apply this effect only if your champion's class matches this card's class.)",Ally,Human,Norm,Warrior,3,,<em>A knight whose reputation precedes them. They raise their sword for noble purpose.</em>,0.1,0.25,0.5,0.25,,Normal,2,3,,,
494243,Esteemed Knight,Esteemed Knight,https://tcgplayer-cdn.tcgplayer.com/product/494243_200w.jpg,74,23123,https://cpt.tcgcsv.com/TJZ5,2023-04-28T04:03:10.867,1,Common,085,"[Class Bonus] Intercept (Whenever your champion is attacked while this ally is awake, you may redirect that attack to this ally. Apply this effect only if your champion's class matches this card's class.)",Ally,Human,Norm,Warrior,3,,<em>A knight whose reputation precedes them. They raise their sword for noble purpose.</em>,39.99,44.6,49.21,,,Foil,2,3,,,
494244,"Excalibur, Cleansing Light",Excalibur Cleansing Light,https://tcgplayer-cdn.tcgplayer.com/product/494244_200w.jpg,74,23123,https://cpt.tcgcsv.com/VJZ5,2023-04-28T04:03:10.867,1,Rare,259,Destroy target non-champion object.<br>[Class Bonus] Choose up to two non-norm elements. Players can't materialize or activate cards of those elements until the start of your next turn. (Apply this effect only if your champion's class matches this card's class.),Action,Spell,Luxem,Warrior,2,Fast,,11.79,12.99,15.0,15.0,,Normal,,,,,
494245,"Excalibur, Cursed Sword",Excalibur Cursed Sword,https://tcgplayer-cdn.tcgplayer.com/product/494245_200w.jpg,74,23123,https://cpt.tcgcsv.com/WJZ5,2023-04-28T04:03:10.867,1,Super Rare,034,"[Class Bonus] On Enter: Choose a player. That player gains control of Excalibur. (Apply this effect only if your champion's class matches this card's class.)<br>Whenever you materialize a card, deal 2 damage to your champion.",Weapon;Regalia,Sword,Norm,Mage,,,,0.64,0.71,1.95,0.7,,Normal,1,,0,,3
494245,"Excalibur, Cursed Sword",Excalibur Cursed Sword,https://tcgplayer-cdn.tcgplayer.com/product/494245_200w.jpg,74,23123,https://cpt.tcgcsv.com/WJZ5,2023-04-28T04:03:10.867,1,Super Rare,034,"[Class Bonus] On Enter: Choose a player. That player gains control of Excalibur. (Apply this effect only if your champion's class matches this card's class.)<br>Whenever you materialize a card, deal 2 damage to your champion.",Weapon;Regalia,Sword,Norm,Mage,,,,100.98,100.98,100.98,,,Foil,1,,0,,3
494246,Extortion Scheme,Extortion Scheme,https://tcgplayer-cdn.tcgplayer.com/product/494246_200w.jpg,74,23123,https://cpt.tcgcsv.com/XJZ5,2023-04-28T04:03:10.867,1,Uncommon,211,"Suppress up to one target ally an opponent controls. (To suppress an ally, banish it and return it to the field under its owner's control at the beginning of the next end phase.)<br>[Class Bonus] Put a preparation counter on your champion.",Action,Skill,Wind,Assassin,2,Fast,,0.23,0.44,0.75,0.4,,Normal,,,,,
494246,Extortion Scheme,Extortion Scheme,https://tcgplayer-cdn.tcgplayer.com/product/494246_200w.jpg,74,23123,https://cpt.tcgcsv.com/XJZ5,2023-04-28T04:03:10.867,1,Uncommon,211,"Suppress up to one target ally an opponent controls. (To suppress an ally, banish it and return it to the field under its owner's control at the beginning of the next end phase.)<br>[Class Bonus] Put a preparation counter on your champion.",Action,Skill,Wind,Assassin,2,Fast,,34.99,34.99,35.85,,,Foil,,,,,
494247,Eye of Argus,Eye of Argus,https://tcgplayer-cdn.tcgplayer.com/product/494247_200w.jpg,74,23123,https://cpt.tcgcsv.com/ZJZ5,2023-04-28T04:03:10.867,1,Rare,035,Banish Eye of Argus: Target ally you control gains true sight until end of turn. Draw a card. (Units with true sight can attack units with stealth.),Item;Regalia,Bauble,Norm,Warrior,,,<em>A gift from the many-eyed giant. Heroes prize its penetrating gaze.</em>,0.22,0.67,3.0,0.25,,Normal,,,1,,
494247,Eye of Argus,Eye of Argus,https://tcgplayer-cdn.tcgplayer.com/product/494247_200w.jpg,74,23123,https://cpt.tcgcsv.com/ZJZ5,2023-04-28T04:03:10.867,1,Rare,035,Banish Eye of Argus: Target ally you control gains true sight until end of turn. Draw a card. (Units with true sight can attack units with stealth.),Item;Regalia,Bauble,Norm,Warrior,,,<em>A gift from the many-eyed giant. Heroes prize its penetrating gaze.</em>,20.0,20.5,21.49,,,Foil,,,1,,
494248,Fairy Whispers,Fairy Whispers,https://tcgplayer-cdn.tcgplayer.com/product/494248_200w.jpg,74,23123,https://cpt.tcgcsv.com/-JZ5,2023-04-28T04:03:10.867,1,Uncommon,212,"Glimpse 3. (To glimpse, look at that many cards from the top of your deck. Put those cards back on the top or on the bottom of your deck in any order.)<br>Reveal the top card of your deck. If that card is wind element, put it into your hand.",Action,Spell,Wind,Mage,1,Fast,,69.99,69.99,69.99,,,Foil,,,,,
494248,Fairy Whispers,Fairy Whispers,https://tcgplayer-cdn.tcgplayer.com/product/494248_200w.jpg,74,23123,https://cpt.tcgcsv.com/-JZ5,2023-04-28T04:03:10.867,1,Uncommon,212,"Glimpse 3. (To glimpse, look at that many cards from the top of your deck. Put those cards back on the top or on the bottom of your deck in any order.)<br>Reveal the top card of your deck. If that card is wind element, put it into your hand.",Action,Spell,Wind,Mage,1,Fast,,0.7,1.99,5.0,1.09,,Normal,,,,,
494249,Favorable Winds,Favorable Winds,https://tcgplayer-cdn.tcgplayer.com/product/494249_200w.jpg,74,23123,https://cpt.tcgcsv.com/_JZ5,2023-04-28T04:03:10.867,1,Common,213,"Allies you control get +1 life until end of turn.<br>Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)",Action,Spell,Wind,Mage,1,Fast,<em>A sudden gust to turn the tide.</em>,29.49,29.49,29.49,,,Foil,,,,,
494249,Favorable Winds,Favorable Winds,https://tcgplayer-cdn.tcgplayer.com/product/494249_200w.jpg,74,23123,https://cpt.tcgcsv.com/_JZ5,2023-04-28T04:03:10.867,1,Common,213,"Allies you control get +1 life until end of turn.<br>Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)",Action,Spell,Wind,Mage,1,Fast,<em>A sudden gust to turn the tide.</em>,0.12,0.32,0.74,0.29,,Normal,,,,,
494250,Fervent Beastmaster,Fervent Beastmaster,https://tcgplayer-cdn.tcgplayer.com/product/494250_200w.jpg,74,23123,https://cpt.tcgcsv.com/0KZ5,2023-04-28T04:03:10.867,1,Super Rare,086,"[Class Bonus] Vigor (This unit wakes up at the beginning of your end phase. Apply this effect only if your champion's class matches this card's class.)<br>As long as you control a Beast ally, Fervent Beastmaster gets +1 power and +1 life.",Ally,Human,Norm,Tamer,5,,,167.0,179.99,179.99,,,Foil,3,3,,,
494250,Fervent Beastmaster,Fervent Beastmaster,https://tcgplayer-cdn.tcgplayer.com/product/494250_200w.jpg,74,23123,https://cpt.tcgcsv.com/0KZ5,2023-04-28T04:03:10.867,1,Super Rare,086,"[Class Bonus] Vigor (This unit wakes up at the beginning of your end phase. Apply this effect only if your champion's class matches this card's class.)<br>As long as you control a Beast ally, Fervent Beastmaster gets +1 power and +1 life.",Ally,Human,Norm,Tamer,5,,,2.5,2.69,5.0,2.75,,Normal,3,3,,,
494251,Fiery Momentum,Fiery Momentum,https://tcgplayer-cdn.tcgplayer.com/product/494251_200w.jpg,74,23123,https://cpt.tcgcsv.com/2KZ5,2023-04-28T04:03:10.867,1,Uncommon,133,[Class Bonus] Fiery Momentum gets +1 power for each fire element card in your graveyard. (Apply this effect only if your champion's class matches this card's class.),Attack,Sword,Fire,Warrior,3,,"<em>The greater the fuel, the greater the flame.</em>",21.25,28.99,29.22,31.23,,Foil,2,,,,
494251,Fiery Momentum,Fiery Momentum,https://tcgplayer-cdn.tcgplayer.com/product/494251_200w.jpg,74,23123,https://cpt.tcgcsv.com/2KZ5,2023-04-28T04:03:10.867,1,Uncommon,133,[Class Bonus] Fiery Momentum gets +1 power for each fire element card in your graveyard. (Apply this effect only if your champion's class matches this card's class.),Attack,Sword,Fire,Warrior,3,,"<em>The greater the fuel, the greater the flame.</em>",0.1,0.49,0.5,0.38,,Normal,2,,,,
494252,Fire Resonance Bauble,Fire Resonance Bauble,https://tcgplayer-cdn.tcgplayer.com/product/494252_200w.jpg,74,23123,https://cpt.tcgcsv.com/3KZ5,2023-04-28T04:03:10.867,1,Uncommon,036,Banish Fire Resonance Bauble: Draw a card. Activate this ability only if an opponent controls a fire element champion.,Item;Regalia,Bauble,Norm,Mage,,,"<em>Captured, perhaps, but never tamed. This spirit's owner must always err on the side of caution.</em>",27.95,34.61,34.99,,,Foil,,,0,,
494252,Fire Resonance Bauble,Fire Resonance Bauble,https://tcgplayer-cdn.tcgplayer.com/product/494252_200w.jpg,74,23123,https://cpt.tcgcsv.com/3KZ5,2023-04-28T04:03:10.867,1,Uncommon,036,Banish Fire Resonance Bauble: Draw a card. Activate this ability only if an opponent controls a fire element champion.,Item;Regalia,Bauble,Norm,Mage,,,"<em>Captured, perhaps, but never tamed. This spirit's owner must always err on the side of caution.</em>",0.1,0.25,0.49,0.31,,Normal,,,0,,
494253,Fireball,Fireball,https://tcgplayer-cdn.tcgplayer.com/product/494253_200w.jpg,74,23123,https://cpt.tcgcsv.com/5KZ5,2023-04-28T04:03:10.867,1,Common,134,[Class Bonus] This card costs 2 less to activate. (Apply this effect only if your champion's class matches this card's class.)<br>Deal 1+LV damage to target unit. (LV refers to your champion's level.),Action,Spell,Fire,Mage,4,Fast,,0.1,0.25,0.5,0.2,,Normal,,,,,
494253,Fireball,Fireball,https://tcgplayer-cdn.tcgplayer.com/product/494253_200w.jpg,74,23123,https://cpt.tcgcsv.com/5KZ5,2023-04-28T04:03:10.867,1,Common,134,[Class Bonus] This card costs 2 less to activate. (Apply this effect only if your champion's class matches this card's class.)<br>Deal 1+LV damage to target unit. (LV refers to your champion's level.),Action,Spell,Fire,Mage,4,Fast,,32.0,35.0,39.99,,,Foil,,,,,
494254,Fishing Accident,Fishing Accident,https://tcgplayer-cdn.tcgplayer.com/product/494254_200w.jpg,74,23123,https://cpt.tcgcsv.com/6KZ5,2023-04-28T04:03:10.867,1,Uncommon,168,"Prepare 2 (You may remove two preparation counters from your champion as you activate this card.)<br>Rest target ally. If Fishing Accident was prepared, put that ally on the bottom of its owner's deck instead.",Action,Skill,Water,Assassin,1,Fast,,0.29,0.48,0.5,,,Normal,,,,,
494254,Fishing Accident,Fishing Accident,https://tcgplayer-cdn.tcgplayer.com/product/494254_200w.jpg,74,23123,https://cpt.tcgcsv.com/6KZ5,2023-04-28T04:03:10.867,1,Uncommon,168,"Prepare 2 (You may remove two preparation counters from your champion as you activate this card.)<br>Rest target ally. If Fishing Accident was prepared, put that ally on the bottom of its owner's deck instead.",Action,Skill,Water,Assassin,1,Fast,,29.22,30.0,35.55,,,Foil,,,,,
494255,Flame-Rune Swordsman,Flame Rune Swordsman,https://tcgplayer-cdn.tcgplayer.com/product/494255_200w.jpg,74,23123,https://cpt.tcgcsv.com/7KZ5,2023-04-28T04:03:10.867,1,Common,136,"[Class Bonus] Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)",Ally,Human,Fire,Warrior;Mage,3,,<em>A mage's prowess. A warrior's might.</em>,0.11,0.39,0.95,0.34,,Normal,2,2,,,
494255,Flame-Rune Swordsman,Flame Rune Swordsman,https://tcgplayer-cdn.tcgplayer.com/product/494255_200w.jpg,74,23123,https://cpt.tcgcsv.com/7KZ5,2023-04-28T04:03:10.867,1,Common,136,"[Class Bonus] Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)",Ally,Human,Fire,Warrior;Mage,3,,<em>A mage's prowess. A warrior's might.</em>,150.0,175.0,199.99,,,Foil,2,2,,,
494256,Flame Sweep,Flame Sweep,https://tcgplayer-cdn.tcgplayer.com/product/494256_200w.jpg,74,23123,https://cpt.tcgcsv.com/8KZ5,2023-05-03T17:04:11.893,1,Rare,135,"Cleave (Attack all units a chosen opponent controls. This attack can't be intercepted.)<br>[Class Bonus] [Level 2+] Flame Sweep gets +1 power. (Apply this effect only if your champion's class matches this card's class, and only if your champion is level 2 or higher.)",Attack,Sword,Fire,Warrior,4,,,10.74,11.72,13.99,13.15,,Normal,1,,,,
